Group Name,ueid,DE id,Data Type,Length,DE Description,Study
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021ATY,E021ATY,Char,1,Antibiotics for lung infections last 10,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021AMO,E021AMO,Char,1,Antibiotics for lung infections last mon,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021B1TY,E021B1TY,Char,1,"Isoniazid (INH, for TB)-Prophylactic las",NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021B1MO,E021B1MO,Char,1,"Isoniazid (INH, for TB)-Prophylactic las",NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021B2TY,E021B2TY,Char,1,"Isoniazid (INH, for TB)-Treatment last 1",NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021B2MO,E021B2MO,Char,1,"Isoniazid (INH, for TB)-Treatment last m",NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021BDY,E021BDY,Num,8,Duration of continuous Isoniazid therapy,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021BDM,E021BDM,Num,8,Duration of continuous Isoniazid therapy,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021BDW,E021BDW,Num,8,Duration of continuous Isoniazid therapy,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C1TY,E021C1TY,Char,1,Anti-HIV- AZT last 10 years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C1MO,E021C1MO,Char,1,Anti-HIV- AZT last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C1DY,E021C1DY,Num,8,Duration of continuous AZT therapy-years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C1DM,E021C1DM,Num,8,Duration of continuous AZT therapy-month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C1DW,E021C1DW,Num,8,Duration of continuous AZT therapy-days,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C2TY,E021C2TY,Char,1,Anti_HIV - Ribavirin last 10 years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C2MO,E021C2MO,Char,1,Anti_HIV - Ribavirin last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C2DY,E021C2DY,Num,8,Duration of continuous Ribavirin therapy,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C2DM,E021C2DM,Num,8,Duration of continuous Ribavirin therapy,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C2DW,E021C2DW,Num,8,Duration of continuous Ribavirin therapy,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C3TY,E021C3TY,Char,1,Other Anti-HIV last 10 years (1),NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C3MO,E021C3MO,Char,1,Other Anti-HIV last month (1),NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C3DY,E021C3DY,Num,8,Duration of continuous Other therapy-yea,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C3DM,E021C3DM,Num,8,Duration of continuous Other therapy-mon,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C3DW,E021C3DW,Num,8,Duration of continuous Other therapy-day,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C4TY,E021C4TY,Char,1,Other Anti-HIV last 10 years (2),NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C4MO,E021C4MO,Char,1,Other Anti-HIV last month (2),NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C4DY,E021C4DY,Num,8,Duration of continuous Other therapy-yea,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C4DM,E021C4DM,Num,8,Duration of continuous Other therapy-mon,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C4DW,E021C4DW,Num,8,Duration of continuous Other therapy-day,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C5TY,E021C5TY,Char,1,Other Anti-HIV last 10 years (3),NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C5MO,E021C5MO,Char,1,Other Anti-HIV last month (3),NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C5DY,E021C5DY,Num,8,Duration of continuous Other therapy-yea,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C5DM,E021C5DM,Num,8,Duration of continuous Other therapy-mon,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021C5DW,E021C5DW,Num,8,Duration of continuous Other therapy-day,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D1AT,E021D1AT,Char,1,Septra/bactrim-prohphylatic last 10 year,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D1AM,E021D1AM,Char,1,Septra/bactrim-prohphylatic last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D1BT,E021D1BT,Char,1,Septra/bactrim-treatment last 10 years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D1BM,E021D1BM,Char,1,Septra/bactrim-treatment last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D1DY,E021D1DY,Num,8,Duration of Septra/Bactrim therapy-years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D1DM,E021D1DM,Num,8,Duration of Septra/Bactrim therapy-month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D1DW,E021D1DW,Num,8,Duration of Septra/Bactrim therapy-days,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D2AT,E021D2AT,Char,1,Pentamidine-Aerosolized last 10 years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D2AM,E021D2AM,Char,1,Pentamidine-Aerosolized last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D2BT,E021D2BT,Char,1,Pentamidine-Parenteral last 10 years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D2BM,E021D2BM,Char,1,Pentamidine-Parenteral last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D2CT,E021D2CT,Char,1,Pentamidine-Prophylactic last 10 years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D2CM,E021D2CM,Char,1,Pentamidine-Prophylactic last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D2DT,E021D2DT,Char,1,Pentamidine-Treatment last 10 years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D2DL,E021D2DL,Char,1,Pentamidine-Treatment last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D2DY,E021D2DY,Num,8,Duration of Pentamidine therapy-years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D2DM,E021D2DM,Num,8,Duration of Pentamidine therapy-months,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D2DW,E021D2DW,Num,8,Duration of Pentamidine therapy-days,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D3AT,E021D3AT,Char,1,Fansidar-Prophylactic last 10 years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D3AM,E021D3AM,Char,1,Fansidar-Prophylactic last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D3BT,E021D3BT,Char,1,Fansidar-Treatment last 10 years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D3BM,E021D3BM,Char,1,Fansidar-Treatment last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D3DY,E021D3DY,Num,8,Duration of Fansidar therapy-years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D3DM,E021D3DM,Num,8,Duration of Fansidar therapy-years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021D3DW,E021D3DW,Num,8,Duration of Fansidar therapy-years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021ETY,E021ETY,Char,1,Treatment for thrush last 10 years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021EMO,E021EMO,Char,1,Treatment for thrush last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021FTY,E021FTY,Char,1,Ketoconazole last 10 years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021FMO,E021FMO,Char,1,Ketoconazole last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021GTY,E021GTY,Char,1,Amphotericin B last 10 years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021GMO,E021GMO,Char,1,Amphotericin B last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021HTY,E021HTY,Char,1,Other medications for fungus last 10 yrs,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021HMO,E021HMO,Char,1,Other medications for fungus last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021ITY,E021ITY,Char,1,Acyclovir last 10 years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021IMO,E021IMO,Char,1,Acyclovir last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021JTY,E021JTY,Char,1,Bronchodilators (oral/inhaled) last 10 y,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021JMO,E021JMO,Char,1,Bronchodilators (oral/inhaled) last mont,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021KTY,E021KTY,Char,1,Heart medications last 10 years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021KMO,E021KMO,Char,1,Heart medications last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021LTY,E021LTY,Char,1,Cortisone/prednisone like drugs last 10,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021LMO,E021LMO,Char,1,Cortisone/prednisone like drugs last mon,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021MTY,E021MTY,Char,1,Non-Steroidal anti-inflammatory drugs la,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021MMO,E021MMO,Char,1,Non-Steroidal anti-inflammatory drugs la,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021NTY,E021NTY,Char,1,Cytotoxic agents last 10 years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021NMO,E021NMO,Char,1,Cytotoxic agents last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021OTY,E021OTY,Char,1,Any experimental drugs last 10 years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021OMO,E021OMO,Char,1,Any experimental drugs last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021O1TY,E021O1TY,Char,1,Experimental drug 1 last 10 years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021O1MO,E021O1MO,Char,1,Experimental drug 1 last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021O2TY,E021O2TY,Char,1,Experimental drug 2 last 10 years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021O2MO,E021O2MO,Char,1,Experimental drug 2 last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021O3TY,E021O3TY,Char,1,Experimental drug 3 last 10 years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021O3MO,E021O3MO,Char,1,Experimental drug 3 last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021O4TY,E021O4TY,Char,1,Experimental drug 4 last 10 years,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021O4MO,E021O4MO,Char,1,Experimental drug 4 last month,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021PTY,E021PTY,Char,1,Any other Prescription Medications last,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021PMO,E021PMO,Char,1,Any other Prescription Medications last,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021P1TY,E021P1TY,Char,1,Other Prescription Medication 1 last 10,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021P1MO,E021P1MO,Char,1,Other Prescription Medication 1 last mon,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021P2TY,E021P2TY,Char,1,Other Prescription Medication 2 last 10,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021P2MO,E021P2MO,Char,1,Other Prescription Medication 2 last mon,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021P3TY,E021P3TY,Char,1,Other Prescription Medication 3 last 10,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021P3MO,E021P3MO,Char,1,Other Prescription Medication 3 last mon,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021P4TY,E021P4TY,Char,1,Other Prescription Medication 4 last 10,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021P4MO,E021P4MO,Char,1,Other Prescription Medication 4 last mon,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021QTY,E021QTY,Char,1,Any alter. non-prescribed treatment last,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021QMO,E021QMO,Char,1,Any alter. non-prescribed treatment last,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021Q1TY,E021Q1TY,Char,1,Alter. non-prescribed treatment 1 last 1,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021Q1MO,E021Q1MO,Char,1,Alter. non-prescribed treatment 1 last m,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021Q2TY,E021Q2TY,Char,1,Alter. non-prescribed treatment 2 last 1,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021Q2MO,E021Q2MO,Char,1,Alter. non-prescribed treatment 2 last m,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021Q3TY,E021Q3TY,Char,1,Alter. non-prescribed treatment 3 last 1,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E021Q3MO,E021Q3MO,Char,1,Alter. non-prescribed treatment 3 last m,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022A,E022A,Char,1,Use Marijuana,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022ASM,E022ASM,Char,1,Marijuana - route smoke,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022AO,E022AO,Char,1,Marijuana - route oral,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022AFY,E022AFY,Num,8,Marijuana - first year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022ALY,E022ALY,Num,8,Marijuana - last year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022B,E022B,Char,1,Use Cocaine/ Crack,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022BSM,E022BSM,Char,1,Cocaine/ Crack  - route smoke,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022BN,E022BN,Char,1,Cocaine/ Crack  - route nasal,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022BSK,E022BSK,Char,1,Cocaine/ Crack  - route skin,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022BIV,E022BIV,Char,1,Cocaine/ Crack  - route IV,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022BFY,E022BFY,Num,8,Cocaine/ Crack - first year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022BLY,E022BLY,Num,8,Cocaine/ Crack - last year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022C,E022C,Char,1,Use Heroin,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022CSM,E022CSM,Char,1,Heroin - route smoke,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022CN,E022CN,Char,1,Heroin - route nasal,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022CO,E022CO,Char,1,Heroin - route oral,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022CSK,E022CSK,Char,1,Heroin - route skin,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022CIV,E022CIV,Char,1,Heroin - route IV,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022CFY,E022CFY,Num,8,Heroin - first year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022CLY,E022CLY,Num,8,Heroin - last year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022D,E022D,Char,1,Use Amphetamines( Speed),NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022DN,E022DN,Char,1,Amphetamines - route nasal,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022DO,E022DO,Char,1,Amphetamines( Speed) - route oral,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022DSK,E022DSK,Char,1,Amphetamines( Speed) - route skin,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022DIV,E022DIV,Char,1,Amphetamines( Speed) - route IV,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022DFY,E022DFY,Num,8,Amphetamines( Speed) - first year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022DLY,E022DLY,Num,8,Amphetamines( Speed) - last year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022E,E022E,Char,1,"""Use Barbiturates ( ""Downers)",NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022EO,E022EO,Char,1,"""Barbiturates ( ""Downers) - route oral",NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022EFY,E022EFY,Num,8,"""Barbiturates( ""Downers) - first year use",NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022ELY,E022ELY,Num,8,"""Barbiturates( ""Downers)- last year used",NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022F,E022F,Char,1,Use LSD ( Acid),NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022FO,E022FO,Char,1,LSD ( Acid) - route oral,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022FSK,E022FSK,Char,1,LSD ( Acid) - route skin,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022FIV,E022FIV,Char,1,LSD ( Acid) - route IV,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022FFY,E022FFY,Num,8,LSD ( Acid)  - first year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022FLY,E022FLY,Num,8,LSD ( Acid)  - last year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022G,E022G,Char,1,Use Quaaludes,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022GO,E022GO,Char,1,Quaaludes - route oral,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022GFY,E022GFY,Num,8,Quaaludes - first year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022GLY,E022GLY,Num,8,Quaaludes - last year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022H,E022H,Char,1,Use PCP ( Angel Dust),NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022HSM,E022HSM,Char,1,PCP ( Angel Dust) - route smoke,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022HN,E022HN,Char,1,PCP ( Angel Dust) - route nasal,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022HO,E022HO,Char,1,PCP ( Angel Dust) - route oral,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022HFY,E022HFY,Num,8,PCP ( Angel Dust) - first year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022HLY,E022HLY,Num,8,PCP ( Angel Dust) - last year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022I,E022I,Char,1,Use Ethyl Chloride,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022IO,E022IO,Char,1,Ethyl Chloride - route nasal,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022IFY,E022IFY,Num,8,Ethyl Chloride - first year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022ILY,E022ILY,Num,8,Ethyl Chloride - last year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022J,E022J,Char,1,Use Amyl Nitrate,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022JO,E022JO,Char,1,Amyl Nitrate - route nasal,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022JFY,E022JFY,Num,8,Amyl Nitrate - first year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022JLY,E022JLY,Num,8,Amyl Nitrate - last year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022K,E022K,Char,1,Use Other street drug (1),NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022KSM,E022KSM,Char,1,Other street drug(1)-route smoke,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022KN,E022KN,Char,1,Other street drug(1)-route nasal,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022KO,E022KO,Char,1,Other street drug(1)-route oral,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022KSK,E022KSK,Char,1,Other street drug(1)-route skin,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022KIV,E022KIV,Char,1,Other street drug(1)-route IV,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022KFY,E022KFY,Num,8,Other street drug(1)-first year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022KLY,E022KLY,Num,8,Other street drug(1)-last year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022L,E022L,Char,1,Used other street drug (2),NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022LSM,E022LSM,Char,1,Other street drug(2)-route smoke,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022LN,E022LN,Char,1,Other street drug(2)-route nasal,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022LO,E022LO,Char,1,Other street drug(2)-route oral,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022LSK,E022LSK,Char,1,Other street drug(2)-route skin,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022LIV,E022LIV,Char,1,Other street drug(2)-route IV,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022LFY,E022LFY,Num,8,Other street drug(2)-first year used,NCT00005273-pacs_dd.csv
pafrme.sas7bdat,NCT00005273-pacs_dd.csv_E022LLY,E022LLY,Num,8,Other street drug(2)-last year used,NCT00005273-pacs_dd.csv
