"","concept_code","concept_name.x","R1L","R1H","R2H","R3L","R3H","Distinct_Flaged_Dispensations","ev_cnt","pt_cnt","total_outofpocket","sum_cost","DOS_SUM","concept_name.y","Cost_Per_Day","R1L_Dis","R1H_Dis","R2H_Dis","R3L_Dis","R3H_Dis","Dist_DIS","R1L_pop","R1H_pop","R2H_pop","R3L_pop","R3H_pop","Dist_pop"
"1085",40162381,"Econazole Nitrate 10 MG/ML Topical Cream",10631,8517,12335,11318,38,38510,285773,152737,5168853.79,43693669.7,6901129,"Econazole Nitrate 10 MG/ML Topical Cream",6.33137993797826,26.8811024362713,33.5532464482799,23.1676530198622,25.2494256935854,7520.34210526316,7.4207478576993,14.3671338538237,17.9331924386521,12.3824077827321,13.4950521293515,4019.39473684211,3.96616463256297
"1086",19079171,"Ondansetron 8 MG Oral Tablet",15532,34000,34971,15478,26943,97434,725303,364091,3118386.6,13572933.86,10677124,"Ondansetron 8 MG Oral Tablet",1.2712162807138,46.6973345351532,21.3324411764706,20.7401275342427,46.8602532626954,26.9199049845971,7.4440441734918,23.4413468967293,10.7085588235294,10.4112264447685,23.5231296033079,13.5133800987269,3.7367961902416
"1087",40162464,"diclofenac epolamine 0.013 MG/MG Medicated Patch",2550,2662,1685,1927,2732,7380,54773,18312,1509328.93,32179352.68,1571540,"diclofenac epolamine 0.013 MG/MG Medicated Patch",20.4763179301831,21.4796078431373,20.5758827948911,32.5062314540059,28.4239750908147,20.048682284041,7.42181571815718,7.18117647058824,6.87903831705485,10.8676557863501,9.50285417747794,6.70278184480234,2.48130081300813
"1088",45777022,"{60 (Regular Insulin, Human 4 UNT Inhalation Powder) / 30 (Regular Insulin, Human 8 UNT Inhalation Powder) } Pack",NA,9,8,9,NA,26,193,85,13289.97,113099.29,7348,"{60 (Regular Insulin, Human 4 UNT Inhalation Powder) / 30 (Regular Insulin, Human 8 UNT Inhalation Powder) } Pack",15.3918467610234,NA,21.4444444444444,24.125,21.4444444444444,NA,7.42307692307692,NA,9.44444444444444,10.625,9.44444444444444,NA,3.26923076923077
"1089",19123471,"Risperidone 4 MG Disintegrating Oral Tablet",233,465,378,372,430,1276,9473,1585,58090.06,2901874.82,268236,"Risperidone 4 MG Disintegrating Oral Tablet",10.818364499918,40.656652360515,20.3720430107527,25.0608465608466,25.4650537634409,22.0302325581395,7.42398119122257,6.80257510729614,3.40860215053763,4.19312169312169,4.26075268817204,3.68604651162791,1.24216300940439
"1090",19072294,"adapalene 0.001 MG/MG Topical Gel",195,255,172,227,5,706,5243,2693,62660.02,603733.9,150805,"adapalene 0.001 MG/MG Topical Gel",4.00340771194589,26.8871794871795,20.5607843137255,30.4825581395349,23.0969162995595,1048.6,7.42634560906516,13.8102564102564,10.5607843137255,15.656976744186,11.863436123348,538.6,3.81444759206799
"1091",44785531,"12 HR Treprostinil 0.125 MG Extended Release Oral Tablet",4,51,90,61,103,278,2065,473,40207.91,600250.23,60196,"12 HR Treprostinil 0.125 MG Extended Release Oral Tablet",9.97159661771546,516.25,40.4901960784314,22.9444444444444,33.8524590163934,20.0485436893204,7.42805755395683,118.25,9.27450980392157,5.25555555555556,7.75409836065574,4.59223300970874,1.70143884892086
"1092",19079322,"100 ML Potassium Chloride 0.1 MEQ/ML Injection",1,NA,5,5,4,14,104,57,48.6,1191.97,570,"100 ML Potassium Chloride 0.1 MEQ/ML Injection",2.09117543859649,104,NA,20.8,20.8,26,7.42857142857143,57,NA,11.4,11.4,14.25,4.07142857142857
"1093",40239250,"Monobasic potassium phosphate 0.0408 MEQ/ML Oral Solution",NA,143,178,147,197,549,4079,1191,53599.32,174231.5,127397,"Monobasic potassium phosphate 0.0408 MEQ/ML Oral Solution",1.36762639622597,NA,28.5244755244755,22.9157303370787,27.7482993197279,20.7055837563452,7.42987249544627,NA,8.32867132867133,6.69101123595506,8.10204081632653,6.04568527918782,2.16939890710383
"1094",35604734,"Hydrocortisone 250 MG Injection",9,NA,13,12,4,37,275,122,3127.32,21489,3396,"Hydrocortisone 250 MG Injection",6.32773851590106,30.5555555555556,NA,21.1538461538462,22.9166666666667,68.75,7.43243243243243,13.5555555555556,NA,9.38461538461539,10.1666666666667,30.5,3.2972972972973
"1095",40173815,"Chlordiazepoxide Hydrochloride 25 MG Oral Capsule",NA,956,904,1247,1179,3664,27233,9891,95784.88,256879.24,683085,"Chlordiazepoxide Hydrochloride 25 MG Oral Capsule",0.376057503824561,NA,28.4864016736402,30.125,21.8388131515638,23.0983884648007,7.43258733624454,NA,10.3462343096234,10.9413716814159,7.93183640737771,8.38931297709924,2.69950873362445
"1096",19019306,"24 HR Nicotine 0.583 MG/HR Transdermal System",108,84,100,108,79,291,2163,1331,0,93112.78,52070,"24 HR Nicotine 0.583 MG/HR Transdermal System",1.78822316112925,20.0277777777778,25.75,21.63,20.0277777777778,27.379746835443,7.43298969072165,12.3240740740741,15.8452380952381,13.31,12.3240740740741,16.8481012658228,4.57388316151203
"1097",40169451,"Ascorbic Acid 113 MG / Beta Carotene 7160 MG / cuprous oxide 0.4 MG / dl-alpha tocopheryl acetate 100 UNT / Zinc Oxide 17.4 MG Oral Tablet",51,11,58,16,58,157,1167,144,0,6528.34,29378,"Ascorbic Acid 113 MG / Beta Carotene 7160 MG / cuprous oxide 0.4 MG / dl-alpha tocopheryl acetate 100 UNT / Zinc Oxide 17.4 MG Oral Tablet",0.22221866702975,22.8823529411765,106.090909090909,20.1206896551724,72.9375,20.1206896551724,7.43312101910828,2.82352941176471,13.0909090909091,2.48275862068966,9,2.48275862068966,0.917197452229299
"1098",1363057,"Doxazosin 1 MG Oral Tablet",726,15520,12268,14487,15321,41835,311000,75120,2823153.66,10433541.29,15690880,"Doxazosin 1 MG Oral Tablet",0.664943029963903,428.374655647383,20.0386597938144,25.35050537985,21.4675226064748,20.2989361007767,7.4339667742321,103.471074380165,4.84020618556701,6.12324747310075,5.18533857941603,4.90307421186607,1.79562567228397
"1099",19078313,"Hydrocortisone 1.67 MG/ML Enema",460,314,287,279,272,1242,9233,4858,236872.1,1054121.84,194315,"Hydrocortisone 1.67 MG/ML Enema",5.4248094074055,20.0717391304348,29.4044585987261,32.1707317073171,33.0931899641577,33.9448529411765,7.43397745571659,10.5608695652174,15.4713375796178,16.9268292682927,17.4121863799283,17.8602941176471,3.91143317230274
"1100",46275082,"50 ML rituximab 10 MG/ML Injection",83,126,123,65,14,391,2907,1336,611409.88,34197157.97,100351,"50 ML rituximab 10 MG/ML Injection",340.775457842971,35.0240963855422,23.0714285714286,23.6341463414634,44.7230769230769,207.642857142857,7.43478260869565,16.0963855421687,10.6031746031746,10.8617886178862,20.5538461538462,95.4285714285714,3.41687979539642
"1101",40162401,"24 HR Diclofenac Sodium 100 MG Extended Release Oral Tablet",59,6826,8338,10167,8148,27350,203344,69016,1425102.59,5925327.21,8479599,"24 HR Diclofenac Sodium 100 MG Extended Release Oral Tablet",0.698774459735655,3446.50847457627,29.789627893349,24.3876229311585,20.0003934297236,24.9563082965145,7.43488117001828,1169.76271186441,10.110753003223,8.27728472055649,6.78823645126389,8.47029945999018,2.52343692870201
"1102",40164968,"Megestrol Acetate 40 MG Oral Tablet",1102,5849,6526,5685,7684,20902,155430,46104,1209323.42,4199133.34,5267532,"Megestrol Acetate 40 MG Oral Tablet",0.797172820212578,141.043557168784,26.5737732945803,23.817039534171,27.3403693931398,20.2277459656429,7.43613051382643,41.8366606170599,7.88237305522312,7.06466441924609,8.10976253298153,6,2.20572194048416
"1103",42873631,"Prednisone 5 MG Delayed Release Oral Tablet",2,172,120,142,122,471,3503,1032,196767.1,13066306.31,117410,"Prednisone 5 MG Delayed Release Oral Tablet",111.28784865003,1751.5,20.3662790697674,29.1916666666667,24.669014084507,28.7131147540984,7.43736730360934,516,6,8.6,7.26760563380282,8.45901639344262,2.19108280254777
"1104",21037119,"Magnesium Oral Tablet",10,2,11,10,2,32,238,33,0,678.49,6012,"Magnesium Oral Tablet",0.112855954757152,23.8,119,21.6363636363636,23.8,119,7.4375,3.3,16.5,3,3.3,16.5,1.03125
"1105",40163518,"Warfarin Sodium 10 MG Oral Tablet",676,12872,9734,10460,10319,34911,259725,64548,1077664.51,4079508.69,11825778,"Warfarin Sodium 10 MG Oral Tablet",0.344967467679505,384.208579881657,20.1775170913611,26.6822477912472,24.8303059273423,25.1695900765578,7.43963220761365,95.4852071005917,5.01460534493474,6.63118964454489,6.17093690248566,6.25525729237329,1.84893013663315
"1106",19080738,"Erythromycin 333 MG Delayed Release Oral Tablet",2,154,134,163,174,475,3534,2071,134467.34,1247019.57,72996,"Erythromycin 333 MG Delayed Release Oral Tablet",17.0833959395035,1767,22.9480519480519,26.3731343283582,21.680981595092,20.3103448275862,7.44,1035.5,13.4480519480519,15.455223880597,12.7055214723926,11.9022988505747,4.36
"1107",705160,"lamotrigine 25 MG Chewable Tablet",97,272,560,617,403,1689,12567,2766,52525.78,1529734.37,400266,"lamotrigine 25 MG Chewable Tablet",3.82179443170292,129.556701030928,46.2022058823529,22.4410714285714,20.3679092382496,31.1836228287841,7.4404973357016,28.5154639175258,10.1691176470588,4.93928571428571,4.48298217179903,6.86352357320099,1.63765541740675
"1108",45776704,"pegvisomant 30 MG Injection",NA,16,15,12,18,61,454,55,150153.89,9794822.13,15400,"pegvisomant 30 MG Injection",636.027411038961,NA,28.375,30.2666666666667,37.8333333333333,25.2222222222222,7.44262295081967,NA,3.4375,3.66666666666667,4.58333333333333,3.05555555555556,0.901639344262295
"1109",19077408,"Fluocinonide 0.0005 MG/MG Topical Gel",1031,1789,1130,1658,9,4859,36164,21613,770441.56,3402768.61,750809,"Fluocinonide 0.0005 MG/MG Topical Gel",4.53213614914046,35.0766246362755,20.2146450531023,32.0035398230089,21.8118214716526,4018.22222222222,7.4426836797695,20.9631425800194,12.0810508664058,19.1265486725664,13.0355850422195,2401.44444444444,4.44803457501544
"1110",19121491,"Carboxymethylcellulose 0.01 MG/MG Ophthalmic Gel",120,111,38,99,1,350,2605,691,0,41604.98,64032,"Carboxymethylcellulose 0.01 MG/MG Ophthalmic Gel",0.649752936031984,21.7083333333333,23.4684684684685,68.5526315789474,26.3131313131313,2605,7.44285714285714,5.75833333333333,6.22522522522523,18.1842105263158,6.97979797979798,691,1.97428571428571
"1111",1326013,"Isradipine 2.5 MG Oral Capsule",21,211,261,240,176,731,5441,1251,128757.53,517544.59,291124,"Isradipine 2.5 MG Oral Capsule",1.77774621810637,259.095238095238,25.7867298578199,20.8467432950192,22.6708333333333,30.9147727272727,7.44322845417237,59.5714285714286,5.92890995260664,4.79310344827586,5.2125,7.10795454545455,1.71135430916553
"1112",19019236,"Nadolol 20 MG Oral Tablet",1455,7250,9572,9390,5285,26783,199362,44769,4888449.95,22899047.53,10426078,"Nadolol 20 MG Oral Tablet",2.19632421031187,137.018556701031,27.4982068965517,20.8276222315086,21.2313099041534,37.7222327341533,7.44360228503155,30.7690721649485,6.17503448275862,4.67707898035938,4.76773162939297,8.47095553453169,1.6715453832655
"1113",40164863,"Ketorolac Tromethamine 5 MG/ML Ophthalmic Solution",23916,22284,27215,8448,19937,91418,680787,411109,6913656.93,14645173.45,18032035,"Ketorolac Tromethamine 5 MG/ML Ophthalmic Solution",0.812175300791064,28.4657551430005,30.5504846526656,25.0151387102701,80.5855823863636,34.146912775242,7.44696886827539,17.189705636394,18.4486178423981,15.1059709718905,48.6634706439394,20.6204042734614,4.49702465597585
"1114",1713700,"12 HR Amoxicillin 1000 MG / Clavulanate 62.5 MG Extended Release Oral Tablet",596,575,574,392,644,1845,13736,11901,430601.45,1762853.22,126483,"12 HR Amoxicillin 1000 MG / Clavulanate 62.5 MG Extended Release Oral Tablet",13.9374715969735,23.0469798657718,23.8886956521739,23.9303135888502,35.0408163265306,21.3291925465839,7.4449864498645,19.9681208053691,20.6973913043478,20.7334494773519,30.359693877551,18.4798136645963,6.45040650406504
"1115",40163554,"Warfarin Sodium 5 MG Oral Tablet",48556,117174,186192,226599,196234,636811,4754424,1104217,25666375.66,74637204.35,246771318,"Warfarin Sodium 5 MG Oral Tablet",0.302454940691284,97.9163028256034,40.5757591274515,25.5350605826244,20.9816636437054,24.2283396353333,7.46598912393159,22.7411030562649,9.42373734787581,5.93052870155538,4.873000322155,5.62704220471478,1.73397915551082
"1116",40221776,"Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 1 MG/ML / Promethazine Hydrochloride 1.25 MG/ML Oral Solution",3,7,7,2,6,20,149,123,50,7706.23,1618,"Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 1 MG/ML / Promethazine Hydrochloride 1.25 MG/ML Oral Solution",4.76281211372064,49.6666666666667,21.2857142857143,21.2857142857143,74.5,24.8333333333333,7.45,41,17.5714285714286,17.5714285714286,61.5,20.5,6.15
"1117",40174735,"Fluvoxamine Maleate 25 MG Oral Tablet",128,315,1162,1113,1311,3528,26289,5305,132257.32,639717.61,797732,"Fluvoxamine Maleate 25 MG Oral Tablet",0.801920456995582,205.3828125,83.4571428571429,22.6239242685026,23.6199460916442,20.0526315789474,7.4515306122449,41.4453125,16.8412698412698,4.56540447504303,4.76639712488769,4.0465293668955,1.50368480725624
"1118",19122186,"lopinavir 200 MG / Ritonavir 50 MG Oral Tablet",1060,1311,1371,1697,1815,4914,36617,4527,864040.77,37550114.02,1133988,"lopinavir 200 MG / Ritonavir 50 MG Oral Tablet",33.113325731842,34.5443396226415,27.93058733791,26.708242159008,21.5774896876841,20.1746556473829,7.45156695156695,4.27075471698113,3.45308924485126,3.3019693654267,2.66764879198586,2.49421487603306,0.921245421245421
"1119",1724667,"Dicloxacillin 250 MG Oral Capsule",515,505,454,470,527,1637,12200,9126,87440.74,262695.95,174100,"Dicloxacillin 250 MG Oral Capsule",1.50887966685813,23.6893203883495,24.1584158415842,26.8722466960352,25.9574468085106,23.1499051233397,7.45265729993891,17.7203883495146,18.0712871287129,20.1013215859031,19.4170212765957,17.3168880455408,5.57483200977398
"1120",42708190,"0.4 ML Methylnaltrexone bromide 20 MG/ML Prefilled Syringe",30,72,78,59,52,227,1692,468,54525.48,2524616.75,36645,"0.4 ML Methylnaltrexone bromide 20 MG/ML Prefilled Syringe",68.8938941192523,56.4,23.5,21.6923076923077,28.6779661016949,32.5384615384615,7.45374449339207,15.6,6.5,6,7.93220338983051,9,2.06167400881057
"1121",1585179,"0.25 ML Somatropin 4 MG/ML Prefilled Syringe",8,6,8,8,6,22,164,24,17809.61,651656.66,4821,"0.25 ML Somatropin 4 MG/ML Prefilled Syringe",135.170433520017,20.5,27.3333333333333,20.5,20.5,27.3333333333333,7.45454545454545,3,4,3,3,4,1.09090909090909
"1122",19077215,"Etoposide 20 MG/ML Injectable Solution",2,13,14,16,12,44,328,103,3531.98,15139.04,7102,"Etoposide 20 MG/ML Injectable Solution",2.13165868769361,164,25.2307692307692,23.4285714285714,20.5,27.3333333333333,7.45454545454545,51.5,7.92307692307692,7.35714285714286,6.4375,8.58333333333333,2.34090909090909
"1123",19077885,"Sodium Acetate 2 MEQ/ML Injectable Solution",3,4,7,8,NA,22,164,16,1435.52,6471.85,1042,"Sodium Acetate 2 MEQ/ML Injectable Solution",6.21098848368522,54.6666666666667,41,23.4285714285714,20.5,NA,7.45454545454545,5.33333333333333,4,2.28571428571429,2,NA,0.727272727272727
"1124",42873673,"12 HR Guaifenesin 600 MG / Pseudoephedrine Hydrochloride 60 MG Extended Release Oral Tablet",6,5,3,4,8,22,164,106,0,3148.67,2777,"12 HR Guaifenesin 600 MG / Pseudoephedrine Hydrochloride 60 MG Extended Release Oral Tablet",1.13383867482895,27.3333333333333,32.8,54.6666666666667,41,20.5,7.45454545454545,17.6666666666667,21.2,35.3333333333333,26.5,13.25,4.81818181818182
"1125",19029026,"modafinil 200 MG Oral Tablet",1,11157,7704,11012,9929,30346,226261,42211,5927652.04,68529157.46,8401735,"modafinil 200 MG Oral Tablet",8.1565483153182,226261,20.2797346957067,29.3692886812046,20.5467671630948,22.7878940477389,7.45604033480525,42211,3.78336470377342,5.47910176531672,3.83318198329096,4.25128411723235,1.39099057536413
"1126",1304917,"0.8 ML Filgrastim 0.6 MG/ML Prefilled Syringe",97,257,186,266,NA,754,5622,2194,1082029.79,22086215.37,92240,"0.8 ML Filgrastim 0.6 MG/ML Prefilled Syringe",239.442924653079,57.9587628865979,21.875486381323,30.2258064516129,21.1353383458647,NA,7.45623342175066,22.6185567010309,8.53696498054475,11.7956989247312,8.24812030075188,NA,2.90981432360743
"1127",46275303,"brexpiprazole 0.25 MG Oral Tablet",71,97,61,71,83,263,1961,721,54985.49,2086618.42,57244,"brexpiprazole 0.25 MG Oral Tablet",36.4513035427294,27.6197183098592,20.2164948453608,32.1475409836066,27.6197183098592,23.6265060240964,7.45627376425856,10.1549295774648,7.43298969072165,11.8196721311475,10.1549295774648,8.68674698795181,2.74144486692015
"1128",1747396,"erythromycin stearate 250 MG Oral Tablet",240,NA,231,173,191,705,5259,2428,119999.18,2581851.16,120399,"erythromycin stearate 250 MG Oral Tablet",21.4441246189752,21.9125,NA,22.7662337662338,30.3988439306358,27.5340314136126,7.45957446808511,10.1166666666667,NA,10.5108225108225,14.0346820809249,12.7120418848168,3.44397163120567
"1129",1192219,"Levalbuterol 0.417 MG/ML Inhalation Solution",257,521,892,697,335,2470,18428,4830,98880.21,1897286.54,195019,"Levalbuterol 0.417 MG/ML Inhalation Solution",9.72872663689179,71.704280155642,35.3704414587332,20.6591928251121,26.4390243902439,55.0089552238806,7.46072874493927,18.7937743190661,9.27063339731286,5.41479820627803,6.92969870875179,14.4179104477612,1.95546558704453
"1130",36249544,"{60 (lenvatinib 4 MG Oral Capsule) } Pack",12,12,7,5,9,39,291,84,137479.5,3673190.37,8916,"{60 (lenvatinib 4 MG Oral Capsule) } Pack",411.977385598923,24.25,24.25,41.5714285714286,58.2,32.3333333333333,7.46153846153846,7,7,12,16.8,9.33333333333333,2.15384615384615
"1131",1559685,"Glyburide 1.25 MG Oral Tablet",204,858,734,568,896,2415,18021,5244,102689.64,203993.03,1002026,"Glyburide 1.25 MG Oral Tablet",0.203580575753523,88.3382352941177,21.0034965034965,24.5517711171662,31.7271126760563,20.1127232142857,7.46211180124224,25.7058823529412,6.11188811188811,7.14441416893733,9.23239436619718,5.85267857142857,2.17142857142857
"1132",975505,"Hydrocortisone 100 MG Injection",275,1,270,240,48,742,5537,2401,54347.62,309460.61,72911,"Hydrocortisone 100 MG Injection",4.24436107034604,20.1345454545455,5537,20.5074074074074,23.0708333333333,115.354166666667,7.4622641509434,8.73090909090909,2401,8.89259259259259,10.0041666666667,50.0208333333333,3.23584905660377
"1133",1738165,"efavirenz 600 MG Oral Tablet",2325,2667,2585,2347,2669,7164,53473,6053,1625969.1,56329729.63,1687218,"efavirenz 600 MG Oral Tablet",33.386159719728,22.9991397849462,20.0498687664042,20.6858800773694,22.7835534725181,20.0348445110528,7.464126186488,2.60344086021505,2.26959130108736,2.34158607350097,2.57903706859821,2.26789059572874,0.844919039642658
"1134",793227,"Emollient Clobetasol Propionate 0.5 MG/ML Topical Foam",195,219,145,174,1,618,4613,2713,128023.58,1804930.08,137782,"Emollient Clobetasol Propionate 0.5 MG/ML Topical Foam",13.0998975192696,23.6564102564103,21.0639269406393,31.8137931034483,26.5114942528736,4613,7.46440129449838,13.9128205128205,12.3881278538813,18.7103448275862,15.5919540229885,2713,4.38996763754045
"1135",19019114,"Lorazepam 2 MG Oral Tablet",9,43602,40685,30022,42892,116857,872642,155426,2484737.97,13989412.53,26281116,"Lorazepam 2 MG Oral Tablet",0.532299029082327,96960.2222222222,20.0138067061144,21.448740321986,29.0667510492306,20.3450993192204,7.46760570611945,17269.5555555556,3.56465299756892,3.82022858547376,5.17707014855772,3.62365942366875,1.3300529707249
"1136",19019419,"Ondansetron 4 MG Oral Tablet",33348,79235,71646,55326,96202,264440,1975284,1071767,5996846.92,28918525.51,23729568,"Ondansetron 4 MG Oral Tablet",1.21867054259058,59.2324577186038,24.9294377484697,27.5700527594004,35.7026352890142,20.5326708384441,7.46968688549387,32.138868897685,13.5264340253676,14.9592021885381,19.371850486209,11.1407974886177,4.05296853728634
"1137",35605312,"100 ML Fluconazole 2 MG/ML Injection",34,NA,48,23,43,139,1038,431,5249.57,48749.72,5399,"100 ML Fluconazole 2 MG/ML Injection",9.02939803667346,30.5294117647059,NA,21.625,45.1304347826087,24.1395348837209,7.46762589928058,12.6764705882353,NA,8.97916666666667,18.7391304347826,10.0232558139535,3.10071942446043
"1138",704945,"Methocarbamol 750 MG Oral Tablet",317,8027,14394,20880,19360,56076,418953,150544,1941385.02,5073590.5,11695821,"Methocarbamol 750 MG Oral Tablet",0.43379515640672,1321.61829652997,52.1929737137162,29.1060858691121,20.0647988505747,21.6401342975207,7.47116413438904,474.902208201893,18.7547028777875,10.4588022787272,7.20996168582375,7.77603305785124,2.68464227120337
"1139",778765,"Cyclobenzaprine hydrochloride 10 MG Oral Tablet",41,168607,112559,175115,112925,504743,3772935,1304423,14042426.85,40750404,106843468,"Cyclobenzaprine hydrochloride 10 MG Oral Tablet",0.381402857496164,92022.8048780488,22.377095850113,33.5196208210805,21.5454701196357,33.4109807394288,7.4749625056712,31815.1951219512,7.73647001607288,11.5887934327775,7.44895068954687,11.551233119327,2.58433103579445
"1140",1511451,"Danazol 200 MG Oral Capsule",36,275,225,173,294,789,5895,1340,292622.92,2197217.91,221064,"Danazol 200 MG Oral Capsule",9.93928414395831,163.75,21.4363636363636,26.2,34.0751445086705,20.0510204081633,7.47148288973384,37.2222222222222,4.87272727272727,5.95555555555556,7.74566473988439,4.5578231292517,1.69835234474018
"1141",46233965,"Citric Acid 1002 MG / potassium citrate 3300 MG Powder for Oral Solution",2,3,6,2,7,19,142,38,3501.76,13775.59,5793,"Citric Acid 1002 MG / potassium citrate 3300 MG Powder for Oral Solution",2.37797168997065,71,47.3333333333333,23.6666666666667,71,20.2857142857143,7.47368421052632,19,12.6666666666667,6.33333333333333,19,5.42857142857143,2
"1142",19075428,"Clindamycin 10 MG/ML Topical Solution",3969,5765,5328,2676,19,15539,116149,65656,1484306.98,6021230.77,3085715,"Clindamycin 10 MG/ML Topical Solution",1.95132433487863,29.2640463592845,20.1472679965308,21.7997372372372,43.4039611360239,6113.1052631579,7.47467662011712,16.5422020660116,11.3887250650477,12.3228228228228,24.5351270553064,3455.57894736842,4.22523971941566
"1143",43526395,"prednisolone acetate 10 MG/ML Ophthalmic Suspension",116913,136244,106960,23581,316,364577,2732238,1589303,53538115.09,149896937.76,81438407,"prednisolone acetate 10 MG/ML Ophthalmic Suspension",1.84061726256507,23.3698391111339,20.0540060479728,25.5444839192221,115.86607862262,8646.32278481013,7.49426870043914,13.5938946053903,11.665122867796,14.8588537771129,67.3976082439252,5029.43987341772,4.35930681310121
"1144",1309800,"eplerenone 25 MG Oral Tablet",682,5911,5796,6515,3635,17916,133935,29241,4743762.7,19190456.19,7283857,"eplerenone 25 MG Oral Tablet",2.63465581353396,196.385630498534,22.6586026053121,23.1081780538302,20.5579432079816,36.8459422283356,7.4757200267917,42.875366568915,4.94687870072746,5.04503105590062,4.48825786646201,8.04429160935351,1.6321165438714
"1145",43560511,"Cyclophosphamide 50 MG Oral Capsule",41,160,164,178,233,643,4808,1504,476453.58,3538754.39,149590,"Cyclophosphamide 50 MG Oral Capsule",23.6563566414867,117.268292682927,30.05,29.3170731707317,27.0112359550562,20.6351931330472,7.47744945567652,36.6829268292683,9.4,9.17073170731707,8.44943820224719,6.4549356223176,2.33903576982893
"1146",42708516,"60 ACTUAT Budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler",1658,920,1631,1785,188,4825,36079,12874,510248.63,8493741.69,990200,"60 ACTUAT Budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler",8.57780417087457,21.7605548854041,39.2163043478261,22.1207847946045,20.212324929972,191.909574468085,7.47751295336788,7.76477683956574,13.9934782608696,7.89331698344574,7.21232492997199,68.4787234042553,2.66818652849741
"1147",19080157,"mesalamine 250 MG Extended Release Oral Capsule",59,477,436,384,514,1519,11359,2399,1000641.05,9589623.22,445067,"mesalamine 250 MG Extended Release Oral Capsule",21.5464710257107,192.525423728814,23.8134171907757,26.052752293578,29.5807291666667,22.0992217898833,7.47794601711652,40.6610169491525,5.0293501048218,5.50229357798165,6.24739583333333,4.66731517509728,1.57932850559579
"1148",19126352,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",86,2552,2057,2565,37,6898,51585,30338,1061544.17,10716357.77,1718382,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",6.23630704348626,599.825581395349,20.2135579937304,25.0777831793875,20.1111111111111,1394.18918918919,7.47825456654103,352.767441860465,11.8879310344828,14.7486631016043,11.8276803118908,819.945945945946,4.39808640185561
"1149",19079139,"1 ML Octreotide 0.5 MG/ML Injection",4,NA,25,21,25,71,531,106,37869.64,501147.73,6086,"1 ML Octreotide 0.5 MG/ML Injection",82.3443526125534,132.75,NA,21.24,25.2857142857143,21.24,7.47887323943662,26.5,NA,4.24,5.04761904761905,4.24,1.49295774647887
"1150",1703065,"valganciclovir 450 MG Oral Tablet",2375,3818,2921,675,2335,10273,76835,21347,7494101.34,131909634.38,2333185,"valganciclovir 450 MG Oral Tablet",56.5362945415816,32.3515789473684,20.1244106862232,26.304347826087,113.82962962963,32.9057815845824,7.47931470845907,8.98821052631579,5.59114719748559,7.30811365970558,31.6251851851852,9.14218415417559,2.07797138129076
"1151",40224161,"alcaftadine 2.5 MG/ML Ophthalmic Solution",766,649,657,233,5,2069,15480,6145,380608.55,3475742.56,453934,"alcaftadine 2.5 MG/ML Ophthalmic Solution",7.65693373926606,20.2088772845953,23.8520801232666,23.5616438356164,66.4377682403433,3096,7.4818753020783,8.02219321148825,9.46841294298921,9.3531202435312,26.3733905579399,1229,2.97003383276945
"1152",40164501,"Clobetasol Propionate 0.0005 MG/MG Topical Gel",1003,1090,1709,1660,7,4745,35505,19184,728099.33,7660273.46,809937,"Clobetasol Propionate 0.0005 MG/MG Topical Gel",9.45786333998817,35.3988035892323,32.5733944954128,20.7753071971913,21.3885542168675,5072.14285714286,7.48261327713382,19.1266201395813,17.6,11.225277940316,11.5566265060241,2740.57142857143,4.04299262381454
"1153",19108021,"doxycycline hyclate 100 MG Delayed Release Oral Tablet",465,525,536,392,518,1449,10843,9034,271962.93,2225996.5,161955,"doxycycline hyclate 100 MG Delayed Release Oral Tablet",13.7445370627643,23.3182795698925,20.6533333333333,20.2294776119403,27.6607142857143,20.9324324324324,7.48309178743961,19.4279569892473,17.207619047619,16.8544776119403,23.0459183673469,17.4401544401544,6.23464458247067
"1154",46276326,"300 ML linezolid 2 MG/ML Injection",177,NA,146,168,156,474,3547,1216,159690.66,2038837.97,15872,"300 ML linezolid 2 MG/ML Injection",128.455013230847,20.0395480225989,NA,24.2945205479452,21.1130952380952,22.7371794871795,7.4831223628692,6.87005649717514,NA,8.32876712328767,7.23809523809524,7.79487179487179,2.56540084388186
"1155",1301170,"1 ML Epoetin Alfa 4000 UNT/ML Injection",335,389,343,83,NA,1079,8076,1980,156361.73,3046438.06,157841,"1 ML Epoetin Alfa 4000 UNT/ML Injection",19.3006763768603,24.1074626865672,20.7609254498715,23.5451895043732,97.3012048192771,NA,7.48470806302132,5.91044776119403,5.08997429305913,5.77259475218659,23.855421686747,NA,1.83503243744208
